transcript_id	seqnames	strand	gene	source	TX_category	NAGATA.transcript_id	NAGATA.prime5.TR	NAGATA.support	NAGATE.distance	CAGE_significance	CAGE_support	CAGE_score	EX_1	EX_2	EX_3	EX_4	1h	2h	4h	6h	8h	12h	18h	24h	48h	sum_dcDNA_read_count	presence	CAGE_TSS_ratio	putatives_to_keep
ORF72-ORF73-PC-Long-4	NC_001491.2	+	ORF72	Torma_et_al	Multicistronic-Long	mRNA.TU.45-TSS.5108.1-0--0.39::+	131126	distance <= 25	0				131126-134249				0	0	0	0	1	5	8	0	2	16	4		
ORF72-ORF73-PC-Long-5	NC_001491.2	+	ORF72	Torma_et_al	Multicistronic-Long	mRNA.TU.45-TSS.5095.1-0--0.24::+	131036	distance <= 25	1				131035-134249				0	0	0	0	0	0	5	5	1	11	3		
ORF73	NC_001491.2	+	ORF73	Torma_et_al	Monocistronic	mRNA.TU.47-TSS.5212.1-0--0.13::+	132850	distance <= 25	7	***	8	8359.466436741	132857-134249				0	1	1	38	169	461	109	110	159	1048	8		
ORF73-L1	NC_001491.2	+	ORF73	Torma_et_al	Monocistronic-Long	mRNA.TU.47-TSS.5179.1-0--0.09::+	132240	distance <= 100	64				132176-134249				0	0	0	0	0	5	12	5	11	33	4		
ORF73-Monocistronic-Short-novTX_223	NC_001491.2	+	ORF73	Tombacz_et_al	Monocistronic-Short	mRNA.TU.47-TSS.5217.1-0--0.27::+	132882	distance <= 25	2	***	8		132880-134249				0	0	0	0	1	5	4	0	3	13	4		
ORF73-Putative mRNA-novTX_224	NC_001491.2	+	ORF73	Tombacz_et_al	Putative mRNA	mRNA.TU.47-TSS.5226.1-0--0.13::+	132987	distance <= 25	1	**	4		132988-134249				0	0	0	0	1	2	3	1	3	10	5	0.188492063492064	TRUE
ORF73-Putative mRNA-novTX_225	NC_001491.2	+	ORF73	Tombacz_et_al	Putative mRNA	mRNA.TU.47-TSS.5230.1-0--0.2::+	133012	distance <= 25	1	**	4		133013-134249				0	0	0	0	0	1	3	1	1	6	4	0.188492063492064	TRUE
ORF73-Putative mRNA-novTX_226	NC_001491.2	+	ORF73	Tombacz_et_al	Putative mRNA	mRNA.TU.47-TSS.5277.1-0--0.81::+	133323	distance <= 25	1	**	4		133322-134249				0	0	0	0	0	5	12	2	2	21	4	0.188492063492064	TRUE
ORF73-Putative mRNA-novTX_227	NC_001491.2	+	ORF73	Tombacz_et_al	Putative mRNA	mRNA.TU.47-TSS.5281.1-0--0.31::+	133333	distance <= 25	2	**	4		133335-134249				0	0	0	0	0	0	2	1	0	3	2	0.188492063492064	
ORF73-Putative mRNA-novTX_229	NC_001491.2	+	ORF73	Tombacz_et_al	Putative mRNA	mRNA.TU.47-TSS.5363.1-0--0.79::+	133697	distance <= 25	1	**	4		133698-134249				0	0	0	1	2	1	15	2	2	23	6	0.188492063492064	TRUE
ORF73-Putative mRNA-novTX_316	NC_001491.2	+	ORF73	Tombacz_et_al	Putative mRNA	mRNA.TU.47-TSS.5391.1-0--0.27::+	133839	distance <= 25	0	**	3		133839-134249				0	0	0	0	4	2	17	4	7	34	5	0.188492063492064	TRUE
ORF74-ORF75-ORF76-ORF67-PC-Canonic	NC_001491.2	+	ORF74	Torma_et_al	Multicistronic	mRNA.TU.48-TSS.5425.1-0--0.25::+	134357	distance <= 25	10	***	9	78792.579721705	134347-138877				0	0	0	0	1	7	0	0	1	9	3		
ORF74-ORF75-PC-Canonic	NC_001491.2	+	ORF74	Torma_et_al	Multicistronic	mRNA.TU.48-TSS.5425.1-0--0.25::+	134357	distance <= 25	10	***	9	78792.579721705	134347-136464				0	7	5	15	121	414	52	84	64	762	8		
ORF75	NC_001491.2	+	ORF75	Torma_et_al	Monocistronic	mRNA.TU.48-TSS.5466.1-0--0.2::+	135569	distance <= 25	5	***	9	215265.606095585	135564-136464				1	192	213	942	1310	1838	369	172	254	5291	9		
ORF75-Monocistronic-Long-novTX_230	NC_001491.2	+	ORF75	Tombacz_et_al	Monocistronic-Long	mRNA.TU.48-TSS.5441.1-0--0.17::+	135027	distance <= 50	32	**	5		134995-136464				0	0	0	0	0	4	0	1	1	6	3		
ORF75-Monocistronic-Long-novTX_231	NC_001491.2	+	ORF75	Tombacz_et_al	Monocistronic-Long	mRNA.TU.48-TSS.5441.1-0--0.17::+	135027	distance <= 25	14	**	5		135013-136464				0	0	0	1	2	1	2	0	0	6	4		
ORF75-Monocistronic-Short-novTX_232	NC_001491.2	+	ORF75	Tombacz_et_al	Monocistronic-Short	mRNA.TU.48-TSS.5467.1-0--21.09::+	135576	distance <= 25	5	***	9		135581-136464				0	1	2	4	4	5	5	0	0	21	6		
ORF75-Monocistronic-Short-novTX_233	NC_001491.2	+	ORF75	Tombacz_et_al	Monocistronic-Short	mRNA.TU.48-TSS.5474.1-0--0.28::+	135611	distance <= 25	2	***	9		135613-136464				0	0	1	7	3	1	3	0	2	17	6		
ORF75-Monocistronic-Short-novTX_235	NC_001491.2	+	ORF75	Tombacz_et_al	Monocistronic-Short	mRNA.TU.48-TSS.5490.1-0--0.36::+	135683	distance <= 25	1	***	7		135684-136464				0	0	0	4	0	3	1	0	0	8	3		
ORF75-Monocistronic-Short-novTX_236	NC_001491.2	+	ORF75	Tombacz_et_al	Monocistronic-Short	mRNA.TU.48-TSS.5510.1-0--0.39::+	135788	distance <= 25	3	**	4		135785-136464				0	0	0	1	4	1	4	1	1	12	6		
ORF75-Monocistronic-Short-novTX_237	NC_001491.2	+	ORF75	Tombacz_et_al	Monocistronic-Short	mRNA.TU.48-TSS.5534.1-0--1.54::+	135916	distance <= 25	0	***	7		135916-136464				0	0	0	1	0	0	1	0	0	2	2		
ORF75-Monocistronic-Short-novTX_275	NC_001491.2	+	ORF75	Tombacz_et_al	Monocistronic-Short	mRNA.TU.48-TSS.5510.1-0--0.39::+	135788	distance <= 25	3	**	4		135791-136464				0	0	0	0	0	0	2	0	0	2	1		
ORF75-Monocistronic-Short-novTX_305	NC_001491.2	+	ORF75	Tombacz_et_al	Monocistronic-Short	mRNA.TU.48-TSS.5539.1-0--0.73::+	135930	distance <= 25	5	***	7		135935-136464				0	0	0	3	0	3	1	0	1	8	4		
ORF75-Monocistronic-Short-novTX_328	NC_001491.2	+	ORF75	Tombacz_et_al	Monocistronic-Short	mRNA.TU.48-TSS.5507.1-0--1.12::+	135765	distance <= 25	3	**	4		135768-136464				0	0	0	0	0	1	2	0	0	3	2		
ORF75-ORF76-ORF67-PC-Canonic	NC_001491.2	+	ORF75	Torma_et_al	Multicistronic	mRNA.TU.48-TSS.5466.1-0--0.2::+	135569	distance <= 25	5	***	9	215265.606095585	135564-138877				0	0	0	0	3	7	0	1	1	12	4		
ORF75-Putative mRNA-novTX_276	NC_001491.2	+	ORF75	Tombacz_et_al	Putative mRNA	mRNA.TU.48-TSS.5576.1-0--0.45::+	136091	distance <= 25	3	**	5		136088-136464				0	0	0	3	0	2	1	1	2	9	5	0.0129325083448669	
ORF76-ORF67-PC-Long	NC_001491.2	+	ORF76	Torma_et_al	Multicistronic-Long			NA		***	5	1927.441339375	136555-138877				0	1	0	0	6	19	0	1	2	29	5		
ORF76-ORF67-PC-Short	NC_001491.2	+	ORF76	Torma_et_al	Multicistronic-Short			NA		***	9	21361.463019243	136601-138877				0	0	0	2	19	29	3	8	8	69	6		
ORF76-ORF67.1-PC-Canonic	NC_001491.2	+	ORF76	Torma_et_al	Multicistronic			NA		***	9	21361.463019243	136583-138877				0	0	0	7	15	33	3	2	8	68	6		
ORF8	NC_001491.2	+	ORF8	Torma_et_al	Monocistronic	mRNA.TU.3-TSS.182.1-0--4.04::+	10071	distance <= 25	9	***	9	23283.930695339	10080-11067				0	0	4	119	249	590	234	271	301	1768	7		
ORF8-L1	NC_001491.2	+	ORF8	Torma_et_al	Monocistronic-Long			NA		***	7	2394.408201308	7110-11067				0	0	0	0	3	18	8	24	24	77	5		
ORF8-L2	NC_001491.2	+	ORF8	Torma_et_al	Monocistronic-Long	mRNA.TU.3-TSS.160.3-0--0.35::+	7699	distance <= 25	10	*	1	105.163529288	7689-11067				0	0	0	0	6	38	11	19	15	89	5		
ORF8-Monocistronic-Long-novTX_322	NC_001491.2	+	ORF8	Tombacz_et_al	Monocistronic-Long	mRNA.TU.3-TSS.182.1-0--4.04::+	10071	distance <= 25	3	***	9		10068-11072				0	0	0	0	0	0	0	1	0	1	1		
ORF8-Monocistronic-Long-novTX_331	NC_001491.2	+	ORF8	Tombacz_et_al	Monocistronic-Long	mRNA.TU.3-TSS.180.1-0--0.46::+	10055	distance <= 25	1	***	9		10054-11072				0	0	0	0	1	1	0	0	0	2	2		
ORF8-Monocistronic-Short-novTX_332	NC_001491.2	+	ORF8	Tombacz_et_al	Monocistronic-Short	mRNA.TU.3-TSS.185.1-0--1.15::+	10096	distance <= 25	1	***	9		10095-11072				0	0	0	2	2	4	2	1	2	13	6		
ORF8-ORF9-ORF10-ORF11-CX-Long	NC_001491.2	+	ORF8	Torma_et_al	Multicistronic-Long			NA		***	7	2394.408201308	7110-13520				0	0	0	0	0	1	0	0	0	1	1		
ORF8-ORF9-ORF10-ORF11-CX-Short	NC_001491.2	+	ORF8	Torma_et_al	Multicistronic-Short	mRNA.TU.3-TSS.182.1-0--4.04::+	10071	distance <= 25	9	***	9	23283.930695339	10080-13520				0	0	0	0	0	1	0	4	3	8	3		
ORF8-Putative mRNA-novTX_251	NC_001491.2	+	ORF8	Tombacz_et_al	Putative mRNA	mRNA.TU.3-TSS.216.1-0--0.69::+	10464	distance <= 25	6	***	3		10458-11072				0	0	0	2	1	3	2	0	6	14	5	0.0283087057280606	
ORF8-Putative mRNA-novTX_310	NC_001491.2	+	ORF8	Tombacz_et_al	Putative mRNA	mRNA.TU.3-TSS.214.1-0--0.46::+	10440	distance <= 25	4	***	3		10444-11072				0	0	0	0	1	1	1	1	0	4	4	0.0283087057280606	
ORF9	NC_001491.2	-	ORF9	Torma_et_al	Monocistronic	mRNA.TU.4-TSS.587.1-0--0.33::-	12260	distance <= 25	0				11064-12260				0	17	42	201	350	367	64	40	61	1142	8		
ORF9-ORF10-ORF11-CX-Canonic	NC_001491.2	+	ORF10	Torma_et_al	Multicistronic	mRNA.TU.3-TSS.265.1-0--0.46::+	10883	distance <= 25	8	***	5	1720.510980111	10875-13520				0	0	0	0	0	3	0	0	3	6	2		
ORF9-ORF8-ORF7-ORF6-ORF5-CX-Canonic	NC_001491.2	-	ORF9	Torma_et_al	Multicistronic	mRNA.TU.4-TSS.587.1-0--0.33::-	12260	distance <= 25	0				4391-12260				0	0	0	0	0	1	0	0	1	2	2		
ORF9-Putative mRNA-novTX_687	NC_001491.2	-	ORF9	Tombacz_et_al	Putative mRNA	mRNA.TU.4-TSS.518.1-0--3.07::-	11624	distance <= 25	3	***	7		11062-11621				0	0	0	1	0	0	0	0	1	2	2	0.0262637892869806	
ORF9-Putative mRNA-novTX_718	NC_001491.2	-	ORF9	Tombacz_et_al	Putative mRNA	mRNA.TU.4-TSS.496.1-0--0.47::-	11525	distance <= 25	3	***	7		11062-11522				0	0	0	3	5	11	8	3	7	37	6	0.0262637892869806	
ORFF43-Monocistronic-Short-novTX_263	NC_001491.2	+	ORFF43	Tombacz_et_al	Monocistronic-Short	mRNA.TU.24-TSS.3063.1-0--0.07::+	82066	distance <= 25	6	***	6		82060-83096				0	0	0	0	0	0	3	2	1	6	3		
TR1063	NC_001491.2	+	ORF58	Torma_et_al	Spliced-transcipt	mRNA.TU.28-TSS.3743.1-0--1.41::+	96466	distance <= 25	12	***	9	43094.303212475	96454-96571	105514-105836			0	0	0	0	0	0	7	41	71	119	3		
TR1064	NC_001491.2	+	ORF53	Torma_et_al	Spliced-transcipt	mRNA.TU.28-TSS.3743.1-0--1.41::+	96466	distance <= 25	12	***	9	43094.303212475	96454-96571	96944-98004			0	0	0	0	0	0	5	19	36	60	3		
TR1065	NC_001491.2	+	ORF54	Torma_et_al	Spliced-transcipt	mRNA.TU.28-TSS.3743.1-0--1.41::+	96466	distance <= 25	12	***	9	43094.303212475	96454-96571	96944-99345			0	0	0	0	0	2	9	76	145	232	4		
TR1066	NC_001491.2	+	ORF58	Torma_et_al	Spliced-transcipt	mRNA.TU.28-TSS.3743.1-0--1.41::+	96466	distance <= 25	12	***	9	43094.303212475	96454-96571	96944-98131	105514-105836		0	0	0	0	0	0	2	7	23	32	3		
TR1067	NC_001491.2	+	ORF54	Torma_et_al	Spliced-transcipt	mRNA.TU.28-TSS.3743.1-0--1.41::+	96466	distance <= 25	12	***	9	43094.303212475	96454-96696	96944-99345			0	0	0	0	0	0	0	23	47	70	2		
TR1068	NC_001491.2	+	ORF58	Torma_et_al	Spliced-transcipt	mRNA.TU.28-TSS.3743.1-0--1.41::+	96466	distance <= 25	12	***	9	43094.303212475	96454-96696	96944-98131	105514-105836		0	0	0	0	0	0	1	2	11	14	3		
TR1069	NC_001491.2	+	ORF58	Torma_et_al	Spliced-transcipt	mRNA.TU.28-TSS.3743.1-0--1.41::+	96466	distance <= 25	12	***	9	43094.303212475	96454-97269	97976-98131	105514-105836		0	0	0	0	0	0	0	7	4	11	2		
TR1070	NC_001491.2	+	ORF58	Torma_et_al	Spliced-transcipt	mRNA.TU.28-TSS.3743.1-0--1.41::+	96466	distance <= 25	12	***	9	43094.303212475	96454-98131	102840-105836			0	0	0	0	0	0	1	6	10	17	3		
TR1071	NC_001491.2	+	ORF58	Torma_et_al	Spliced-transcipt	mRNA.TU.28-TSS.3743.1-0--1.41::+	96466	distance <= 25	12	***	9	43094.303212475	96454-98131	102840-103769	105514-105836		0	0	0	0	0	0	1	13	19	33	3		
TR1072	NC_001491.2	+	ORF58	Torma_et_al	Spliced-transcipt	mRNA.TU.28-TSS.3743.1-0--1.41::+	96466	distance <= 25	12	***	9	43094.303212475	96454-98131	105514-105836			0	0	0	0	0	0	13	134	232	379	3		
TR1073	NC_001491.2	+	ORF58	Torma_et_al	Spliced-transcipt	mRNA.TU.28-TSS.3743.1-0--1.41::+	96466	distance <= 25	12	***	9	43094.303212475	96454-98131	105527-105836			0	0	0	0	0	0	1	8	17	26	3		
TR1087	NC_001491.2	+	ORF58	Torma_et_al	Spliced-transcipt	mRNA.TU.28-TSS.3798.1-0--0.35::+	97084	distance <= 25	4				97088-98131	105514-105836			0	0	0	0	0	0	0	0	4	4	1		
TR1119	NC_001491.2	+	ORF58	Torma_et_al	Spliced-transcipt	mRNA.TU.30-TSS.3940.1-0--0.05::+	98031	distance <= 25	4				98035-98131	105514-105836			0	0	0	0	0	0	2	0	6	8	2		
TR1146	NC_001491.2	-		Torma_et_al	Spliced-transcipt			NA					140709-141873	142052-143601															
TR1156	NC_001491.2	+	ORF58	Torma_et_al	Spliced-transcipt	mRNA.TU.35-TSS.4201.2-0--0.03::+	103155	distance <= 25	12				103143-104390	105514-105836			0	0	0	0	0	0	2	1	0	3	2		
TR1165	NC_001491.2	+	ORF58	Torma_et_al	Spliced-transcipt	mRNA.TU.28-TSS.3743.1-0--1.41::+	96466	distance <= 25	12	***	9	43094.303212475	96454-103769	105514-105836			0	0	0	0	0	0	1	3	1	5	3		
TR1166	NC_001491.2	+	ORF58	Torma_et_al	Spliced-transcipt	mRNA.TU.28-TSS.3743.1-0--1.41::+	96466	distance <= 25	12	***	9	43094.303212475	96454-104390	105514-105836			0	0	0	0	0	0	0	2	0	2	1		
TR1167	NC_001491.2	+	ORF53	Torma_et_al	Spliced-transcipt	mRNA.TU.28-TSS.3743.1-0--1.41::+	96466	distance <= 25	12	***	9	43094.303212475	96454-96696	96944-98004			0	0	0	0	1	0	1	7	13	22	4		
TR1168	NC_001491.2	+	ORF58	Torma_et_al	Spliced-transcipt	mRNA.TU.30-TSS.3807.1-0--0.09::+	97150	distance <= 25	0				97150-98131	105514-105836			0	0	0	0	0	0	0	0	2	2	1		
TR134	NC_001491.2	-	ORF9	Torma_et_al	Spliced-transcipt			NA					11064-11596	13134-13390			0	0	0	0	0	4	8	9	7	28	4		
TR148	NC_001491.2	-	ORF65	Torma_et_al	Spliced-transcipt	mRNA.TU.46-TSS.4272.2-0--0.53::-	142142	distance <= 25	16	***	9	200987.609388687	140709-141873	142052-142158			2	335	425	429	593	614	29	14	52	2493	9		
TR150	NC_001491.2	-	ORF65	Torma_et_al	Spliced-transcipt	mRNA.TU.46-TSS.4272.2-0--0.53::-	142142	distance <= 25	16	***	9	200987.609388687	140709-141873	142092-142158			0	181	206	179	225	200	10	8	26	1035	8		
TR152	NC_001491.2	-	ORF65	Torma_et_al	Spliced-transcipt			NA		*	1	210.327058576	140709-141873	142092-142778			0	0	0	0	0	1	0	1	2	4	3		
TR154	NC_001491.2	-	ORF65	Torma_et_al	Spliced-transcipt			NA		*	2	663.841797805	140709-141873	142092-143088			0	0	0	0	0	3	0	2	2	7	3		
TR162	NC_001491.2	-	NOIR	Torma_et_al	Spliced-transcipt			NA					143303-143699	144024-144110			0	0	0	0	0	0	2	3	12	17	3		
TR166	NC_001491.2	-	NOIR	Torma_et_al	Spliced-transcipt	mRNA.TU.49-TSS.4289.1-0--17.65::-	144269	distance <= 25	13	***	9	24468.663319812	143303-143699	143936-144282			0	1	0	0	2	2	4	7	18	34	6		
TR167	NC_001491.2	-	NOIR	Torma_et_al	Spliced-transcipt	mRNA.TU.49-TSS.4289.1-0--17.65::-	144269	distance <= 25	13	***	9	24468.663319812	143303-143699	144024-144282			0	12	4	7	9	10	9	7	19	77	8		
TR168	NC_001491.2	-	NOIR	Torma_et_al	Spliced-transcipt	mRNA.TU.49-TSS.4289.1-0--17.65::-	144269	distance <= 25	13	***	9	24468.663319812	143411-143699	144024-144282			0	1	2	3	1	4	1	3	4	19	8		
TR172	NC_001491.2	-	ORF9	Torma_et_al	Spliced-transcipt	mRNA.TU.4-TSS.605.3-0--0.2::-	14894	distance <= 25	13				11064-11596	13134-13409	14815-14907		0	0	0	0	0	1	5	6	17	29	4		
TR173	NC_001491.2	-		Torma_et_al	Spliced-transcipt	mRNA.TU.4-TSS.605.3-0--0.2::-	14894	distance <= 25	13				11064-13409	14815-14907															
TR175	NC_001491.2	-	ORF9	Torma_et_al	Spliced-transcipt			NA		*	1	105.163529288	11064-11596	13134-13409	14815-15032		0	0	0	0	0	2	1	6	2	11	4		
TR20	NC_001491.2	+	ORF58	Torma_et_al	Spliced-transcipt	mRNA.TU.35-TSS.4201.2-0--0.03::+	103155	distance <= 25	12				103143-103375	105514-105836			0	0	0	0	0	1	0	0	2	3	2		
TR27	NC_001491.2	+	NOIR	Torma_et_al	Spliced-transcipt	mRNA.TU.37-TSS.4596.1-0--33.33::+	118891	distance <= 25	13	***	9	24468.663319812	118878-119224	119461-119749			0	0	0	0	0	0	0	1	2	3	2		
TR29	NC_001491.2	+	NOIR	Torma_et_al	Spliced-transcipt			NA					119050-119224	119461-119857			0	0	0	0	0	0	0	1	0	1	1		
TR3	NC_001491.2	-	ORF65	Torma_et_al	Spliced-transcipt			NA		*	1	210.327058576	140709-141873	142052-142778			0	0	0	0	0	4	0	1	4	9	3		
TR30	NC_001491.2	+	ORF65	Torma_et_al	Spliced-transcipt			NA		*	1	210.327058576	120382-121108	121287-122451			0	0	0	0	0	0	0	1	1	2	2		
TR34	NC_001491.2	+	ORF8	Torma_et_al	Spliced-transcipt			NA					6149-6688	9510-11067			0	0	0	0	0	0	0	1	7	8	2		
TR4	NC_001491.2	-		Torma_et_al	Spliced-transcipt			NA					140709-141873	142092-143622															
TR40	NC_001491.2	+	ORF58	Torma_et_al	Spliced-transcipt	mRNA.TU.28-TSS.3743.1-0--1.41::+	96466	distance <= 25	12	***	9	43094.303212475	96454-96571	96944-98131	102840-103769	105514-105836	0	0	0	0	0	0	0	2	5	7	2		
TR407	NC_001491.2	-	ORF44	Torma_et_al	Spliced-transcipt	mRNA.TU.30-TSS.2947.1-0--0.59::-	84672	distance <= 25	15	***	7	3175.032342251	83090-84320	84435-84687			0	0	1	0	9	12	7	9	21	59	6		
TR409	NC_001491.2	-	ORF44	Torma_et_al	Spliced-transcipt			NA		**	3	1937.737764945	83090-84320	84929-85121			0	0	0	2	0	5	2	2	2	13	5		
TR41	NC_001491.2	+	ORF58	Torma_et_al	Spliced-transcipt	mRNA.TU.28-TSS.3743.1-0--1.41::+	96466	distance <= 25	12	***	9	43094.303212475	96454-98131	102840-104390	105514-105836		0	0	0	0	0	0	0	3	5	8	2		
TR412	NC_001491.2	-	ORF44	Torma_et_al	Spliced-transcipt			NA		*	1	105.163529288	83090-84320	84929-87726			0	0	0	1	0	10	7	20	15	53	5		
TR414	NC_001491.2	-	ORF44	Torma_et_al	Spliced-transcipt			NA		***	5	2068.794195224	83090-84320	84929-87781			0	0	0	0	0	5	1	7	1	14	4		
TR416	NC_001491.2	-	ORF44	Torma_et_al	Spliced-transcipt			NA		***	5	1177.808266601	83090-84320	87886-88377			0	0	0	0	2	13	5	6	2	28	5		
TR418	NC_001491.2	-	ORF44	Torma_et_al	Spliced-transcipt	mRNA.TU.30-TSS.2953.2-0--0.44::-	88979	distance <= 25	9				83090-84320	87886-88988			0	1	4	2	12	22	2	3	1	47	8		
TR419	NC_001491.2	-	ORF44	Torma_et_al	Spliced-transcipt			NA					83090-84320	87886-89226			0	0	0	0	8	30	6	24	5	73	5		
TR421	NC_001491.2	-	ORF44	Torma_et_al	Spliced-transcipt			NA		*	2	960.522205515	83090-84320	89992-90427			0	1	1	2	0	1	0	1	1	7	6		
TR423	NC_001491.2	-	ORF44	Torma_et_al	Spliced-transcipt			NA					83090-84320	91889-92062			0	0	0	0	0	5	3	3	3	14	4		
TR424	NC_001491.2	-	ORF44	Torma_et_al	Spliced-transcipt			NA					83090-84320	91889-92179			0	0	0	0	0	2	3	10	9	24	4		
TR468	NC_001491.2	+	ORF58	Torma_et_al	Spliced-transcipt			NA					102672-103769	105514-105836			0	0	0	0	0	2	2	6	1	11	4		
TR5	NC_001491.2	-	NOIR	Torma_et_al	Spliced-transcipt			NA					143303-143699	143936-144110			0	0	0	0	0	0	0	1	0	1	1		
TR524	NC_001491.2	+	ORF58	Torma_et_al	Spliced-transcipt	mRNA.TU.35-TSS.4443.1-0--0.21::+	105005	distance <= 25	1	***	9	17647.951411701	105006-105162	105514-105836			0	0	0	0	0	22	23	22	95	162	4		
TR544	NC_001491.2	+	NOIR	Torma_et_al	Spliced-transcipt	mRNA.TU.37-TSS.4596.1-0--33.33::+	118891	distance <= 25	13	***	9	24468.663319812	118878-119136	119461-119749			0	1	2	3	1	4	1	3	4	19	8		
TR545	NC_001491.2	+	NOIR	Torma_et_al	Spliced-transcipt	mRNA.TU.37-TSS.4596.1-0--33.33::+	118891	distance <= 25	13	***	9	24468.663319812	118878-119136	119461-119857			0	12	4	7	9	10	9	7	19	77	8		
TR546	NC_001491.2	+	NOIR	Torma_et_al	Spliced-transcipt	mRNA.TU.37-TSS.4596.1-0--33.33::+	118891	distance <= 25	13	***	9	24468.663319812	118878-119224	119461-119857			0	1	0	0	2	2	4	7	18	34	6		
TR551	NC_001491.2	+	NOIR	Torma_et_al	Spliced-transcipt			NA					119050-119136	119461-119857			0	0	0	0	0	0	2	3	12	17	3		
TR561	NC_001491.2	+	ORF65	Torma_et_al	Spliced-transcipt			NA		*	2	663.841797805	120072-121068	121287-122451			0	0	0	0	0	3	0	2	2	7	3		
TR562	NC_001491.2	+	ORF65	Torma_et_al	Spliced-transcipt			NA		*	2	663.841797805	120072-121108	121287-122451			0	0	0	0	0	0	0	1	3	4	2		
TR564	NC_001491.2	+	ORF65	Torma_et_al	Spliced-transcipt			NA		*	1	210.327058576	120382-121068	121287-122451			0	0	0	0	0	0	0	1	1	2	2		
TR565	NC_001491.2	+	ORF65	Torma_et_al	Spliced-transcipt	mRNA.TU.40-TSS.4616.2-0--0.53::+	121018	distance <= 25	16	***	9	201992.674786318	121002-121068	121287-122451			0	106	139	109	147	122	7	5	19	654	8		
TR566	NC_001491.2	+	ORF65	Torma_et_al	Spliced-transcipt	mRNA.TU.40-TSS.4616.2-0--0.53::+	121018	distance <= 25	16	***	9	201992.674786318	121002-121108	121287-122451			0	107	70	95	100	106	5	1	8	492	8		
TR7	NC_001491.2	-	NOIR	Torma_et_al	Spliced-transcipt	mRNA.TU.49-TSS.4289.1-0--17.65::-	144269	distance <= 25	13	***	9	24468.663319812	143411-143699	143936-144282			0	0	0	0	0	0	0	1	2	3	2		
TR8	NC_001491.2	-		Torma_et_al	Spliced-transcipt			NA		*	1	105.163529288	11064-13409	14815-15032															
TR848	NC_001491.2	+	ORF8	Torma_et_al	Spliced-transcipt			NA					6149-6688	9510-9554	10682-11067		0	0	0	0	0	0	1	1	1	3	3		
TR877	NC_001491.2	+	ORF8	Torma_et_al	Spliced-transcipt			NA					6466-6688	9510-11067			0	0	0	0	0	16	9	12	17	54	4		
TR878	NC_001491.2	+	ORF8	Torma_et_al	Spliced-transcipt			NA					6466-6688	9510-9554	10682-11067		0	0	0	0	0	4	6	5	4	19	4		
TR886	NC_001491.2	+	ORF38	Torma_et_al	Spliced-transcipt	mRNA.TU.18-TSS.2296.1-0--100.0::+	66306	distance <= 25	9	**	3	1030.020114857	66315-66376	69904-71034			0	0	0	0	4	32	8	7	9	60	5		
TR888	NC_001491.2	+	ORF38	Torma_et_al	Spliced-transcipt			NA					66576-66754	69904-71034			0	0	0	0	0	1	6	1	4	12	4		
TR889	NC_001491.2	+	ORF38	Torma_et_al	Spliced-transcipt			NA					66600-66754	69904-71034			0	0	0	0	0	3	3	9	7	22	4		
TR891	NC_001491.2	+	ORF38	Torma_et_al	Spliced-transcipt			NA					66701-66754	69904-71034			0	0	0	0	0	3	8	3	5	19	4		
TR894	NC_001491.2	+	ORF38	Torma_et_al	Spliced-transcipt	mRNA.TU.19-TSS.2303.1-0--0.12::+	68387	distance <= 25	14				68373-68513	69904-71034			0	0	0	0	0	7	7	10	26	50	4		
TR912	NC_001491.2	+	ORF8	Torma_et_al	Spliced-transcipt			NA		***	7	2394.408201308	7110-7874	9510-11067			0	0	0	0	0	13	5	17	11	46	4		
TR929	NC_001491.2	+	ORF8	Torma_et_al	Spliced-transcipt	mRNA.TU.3-TSS.160.3-0--0.35::+	7699	distance <= 25	10	*	1	105.163529288	7689-7874	9510-11067			0	0	0	0	0	17	5	6	8	36	4		
TR930	NC_001491.2	+	ORF8	Torma_et_al	Spliced-transcipt	mRNA.TU.3-TSS.160.3-0--0.35::+	7699	distance <= 25	10	*	1	105.163529288	7689-7874	9510-9554	10682-11067		0	0	0	0	0	3	6	3	1	13	4		
TR_5229-ORF65-ORF66-PC-Canonic	NC_001491.2	+	ORF65	Torma_et_al	Multicistronic	mRNA.TU.40-TSS.4616.2-0--0.53::+	121018	distance <= 25	16	***	9	201992.674786318	121002-121105	121287-123602			0	0	0	0	0	0	0	1	0	1	1		
TR_5240-ORF65.1-ORF64.1-PC-Canonic	NC_001491.2	-	ORF65	Torma_et_al	Multicistronic	mRNA.TU.46-TSS.4272.2-0--0.53::-	142142	distance <= 25	16	***	9	200987.609388687	139558-141873	142092-142158			0	0	0	0	0	0	0	1	0	1	1		
TR_5972-ORF40-CTO-ORF39-ORF38-ORF37-CX-Canonic	NC_001491.2	-	ORF40	Torma_et_al	Multicistronic	mRNA.TU.29-TSS.2839.1-0--1.81::-	76369	distance <= 25	8				69068-76361				0	0	0	0	0	1	0	0	0	1	1		
as15	NC_001491.2	+		Torma_et_al	Antisense			NA					20396-20968																
as17-Canonic	NC_001491.2	+	ORF17	Torma_et_al	Antisense			NA					23857-24419				0	0	0	0	1	3	5	5	8	22	5		
as17-Long-3	NC_001491.2	+	ORF17	Torma_et_al	Antisense-long			NA		*	2	309.564999042	23079-24419				0	0	0	0	0	1	2	2	7	12	4		
