seqnames	strand	gene	score	support	start	end	width	thick.start	thick.end	thick.width	thick.names	clusterType	orientation	prime5	prime3	TSS.win.start	TSS.win.end	CAGE_significance
NC_001491.2	+	CAGE_cluster_636	197.745699031	1	85739	85739	1	85739	85739	1	NC_001491.2:85739-85739;+	TSS	1	85739	85739	85739	85739	*
NC_001491.2	+	CAGE_cluster_637	762.776506484	1	85785	85785	1	85785	85785	1	NC_001491.2:85785-85785;+	TSS	1	85785	85785	85785	85785	*
NC_001491.2	+	CAGE_cluster_638	558.678268517	2	86046	86046	1	86046	86046	1	NC_001491.2:86046-86046;+	TSS	1	86046	86046	86046	86046	*
NC_001491.2	+	CAGE_cluster_639	260.58783765	2	86070	86084	15	86070	86070	1	NC_001491.2:86070-86084;+	TSS	1	86070	86084	86070	86084	*
NC_001491.2	+	CAGE_cluster_64	111.819300011	1	11637	11637	1	11637	11637	1	NC_001491.2:11637-11637;+	TSS	1	11637	11637	11637	11637	*
NC_001491.2	+	CAGE_cluster_640	105.163529288	1	86189	86189	1	86189	86189	1	NC_001491.2:86189-86189;+	TSS	1	86189	86189	86189	86189	*
NC_001491.2	+	CAGE_cluster_641	486.089395499	3	86259	86260	2	86259	86259	1	NC_001491.2:86259-86260;+	TSS	1	86259	86260	86259	86260	**
NC_001491.2	+	CAGE_cluster_642	197.745699031	1	86306	86306	1	86306	86306	1	NC_001491.2:86306-86306;+	TSS	1	86306	86306	86306	86306	*
NC_001491.2	+	CAGE_cluster_643	155.424308362	1	86336	86336	1	86336	86336	1	NC_001491.2:86336-86336;+	TSS	1	86336	86336	86336	86336	*
NC_001491.2	+	CAGE_cluster_644	86536.604073751	9	86360	86393	34	86362	86362	1	NC_001491.2:86360-86393;+	TSS	1	86360	86393	86360	86393	***
NC_001491.2	+	CAGE_cluster_645	105.163529288	1	86433	86433	1	86433	86433	1	NC_001491.2:86433-86433;+	TSS	1	86433	86433	86433	86433	*
NC_001491.2	+	CAGE_cluster_646	1200.445049539	4	86475	86478	4	86475	86475	1	NC_001491.2:86475-86478;+	TSS	1	86475	86478	86475	86478	**
NC_001491.2	+	CAGE_cluster_647	302.909228319	2	86571	86575	5	86571	86571	1	NC_001491.2:86571-86575;+	TSS	1	86571	86575	86571	86575	*
NC_001491.2	+	CAGE_cluster_648	589.38996696	3	86659	86662	4	86662	86662	1	NC_001491.2:86659-86662;+	TSS	1	86659	86662	86659	86662	**
NC_001491.2	+	CAGE_cluster_649	197.745699031	1	86865	86865	1	86865	86865	1	NC_001491.2:86865-86865;+	TSS	1	86865	86865	86865	86865	*
NC_001491.2	+	CAGE_cluster_65	269.1065662	1	11880	11880	1	11880	11880	1	NC_001491.2:11880-11880;+	TSS	1	11880	11880	11880	11880	*
NC_001491.2	+	CAGE_cluster_650	552.440729332	2	86903	86937	35	86903	86903	1	NC_001491.2:86903-86937;+	TSS	1	86903	86937	86903	86937	*
NC_001491.2	+	CAGE_cluster_651	223.638600022	1	86967	86967	1	86967	86967	1	NC_001491.2:86967-86967;+	TSS	1	86967	86967	86967	86967	*
NC_001491.2	+	CAGE_cluster_652	508.594315755	2	87453	87453	1	87453	87453	1	NC_001491.2:87453-87453;+	TSS	1	87453	87453	87453	87453	*
NC_001491.2	+	CAGE_cluster_653	111.819300011	1	87487	87487	1	87487	87487	1	NC_001491.2:87487-87487;+	TSS	1	87487	87487	87487	87487	*
NC_001491.2	+	CAGE_cluster_654	536.350174573	3	87555	87571	17	87555	87555	1	NC_001491.2:87555-87571;+	TSS	1	87555	87571	87555	87571	**
NC_001491.2	+	CAGE_cluster_655	309.564999042	2	87603	87620	18	87620	87620	1	NC_001491.2:87603-87620;+	TSS	1	87603	87620	87603	87620	*
NC_001491.2	+	CAGE_cluster_656	269.1065662	1	87670	87670	1	87670	87670	1	NC_001491.2:87670-87670;+	TSS	1	87670	87670	87670	87670	*
NC_001491.2	+	CAGE_cluster_657	155.424308362	1	87779	87779	1	87779	87779	1	NC_001491.2:87779-87779;+	TSS	1	87779	87779	87779	87779	*
NC_001491.2	+	CAGE_cluster_658	197.745699031	1	87871	87871	1	87871	87871	1	NC_001491.2:87871-87871;+	TSS	1	87871	87871	87871	87871	*
NC_001491.2	+	CAGE_cluster_659	111.819300011	1	87941	87941	1	87941	87941	1	NC_001491.2:87941-87941;+	TSS	1	87941	87941	87941	87941	*
NC_001491.2	+	CAGE_cluster_66	105.163529288	1	11909	11909	1	11909	11909	1	NC_001491.2:11909-11909;+	TSS	1	11909	11909	11909	11909	*
NC_001491.2	+	CAGE_cluster_660	545.784958609	2	87974	87978	5	87977	87977	1	NC_001491.2:87974-87978;+	TSS	1	87974	87978	87974	87978	*
NC_001491.2	+	CAGE_cluster_661	8784.304399365	8	88295	88302	8	88297	88297	1	NC_001491.2:88295-88302;+	TSS	1	88295	88302	88295	88302	***
NC_001491.2	+	CAGE_cluster_662	353.170007393	2	88330	88333	4	88333	88333	1	NC_001491.2:88330-88333;+	TSS	1	88330	88333	88330	88333	*
NC_001491.2	+	CAGE_cluster_663	10382.903119899	9	88428	88431	4	88428	88428	1	NC_001491.2:88428-88431;+	TSS	1	88428	88431	88428	88431	***
NC_001491.2	+	CAGE_cluster_664	105.163529288	1	88466	88466	1	88466	88466	1	NC_001491.2:88466-88466;+	TSS	1	88466	88466	88466	88466	*
NC_001491.2	+	CAGE_cluster_665	197.745699031	1	88540	88540	1	88540	88540	1	NC_001491.2:88540-88540;+	TSS	1	88540	88540	88540	88540	*
NC_001491.2	+	CAGE_cluster_666	2154.911733178	5	88588	88591	4	88591	88591	1	NC_001491.2:88588-88591;+	TSS	1	88588	88591	88588	88591	**
NC_001491.2	+	CAGE_cluster_667	269.1065662	1	88643	88643	1	88643	88643	1	NC_001491.2:88643-88643;+	TSS	1	88643	88643	88643	88643	*
NC_001491.2	+	CAGE_cluster_668	111.819300011	1	88685	88685	1	88685	88685	1	NC_001491.2:88685-88685;+	TSS	1	88685	88685	88685	88685	*
NC_001491.2	+	CAGE_cluster_669	302.909228319	2	88718	88718	1	88718	88718	1	NC_001491.2:88718-88718;+	TSS	1	88718	88718	88718	88718	*
NC_001491.2	+	CAGE_cluster_67	197.745699031	1	11943	11943	1	11943	11943	1	NC_001491.2:11943-11943;+	TSS	1	11943	11943	11943	11943	*
NC_001491.2	+	CAGE_cluster_670	197.745699031	1	88752	88752	1	88752	88752	1	NC_001491.2:88752-88752;+	TSS	1	88752	88752	88752	88752	*
NC_001491.2	+	CAGE_cluster_671	155.424308362	1	88785	88785	1	88785	88785	1	NC_001491.2:88785-88785;+	TSS	1	88785	88785	88785	88785	*
NC_001491.2	+	CAGE_cluster_672	4975.552276916	9	89318	89318	1	89318	89318	1	NC_001491.2:89318-89318;+	TSS	1	89318	89318	89318	89318	***
NC_001491.2	+	CAGE_cluster_673	15996.985830107	9	89341	89355	15	89351	89351	1	NC_001491.2:89341-89355;+	TSS	1	89341	89355	89341	89355	***
NC_001491.2	+	CAGE_cluster_674	806.684746622	3	89377	89396	20	89377	89377	1	NC_001491.2:89377-89396;+	TSS	1	89377	89396	89377	89396	***
NC_001491.2	+	CAGE_cluster_675	105.163529288	1	89534	89534	1	89534	89534	1	NC_001491.2:89534-89534;+	TSS	1	89534	89534	89534	89534	*
NC_001491.2	+	CAGE_cluster_676	269.1065662	1	89735	89735	1	89735	89735	1	NC_001491.2:89735-89735;+	TSS	1	89735	89735	89735	89735	*
NC_001491.2	+	CAGE_cluster_677	197.745699031	1	89903	89903	1	89903	89903	1	NC_001491.2:89903-89903;+	TSS	1	89903	89903	89903	89903	*
NC_001491.2	+	CAGE_cluster_678	155.424308362	1	90010	90010	1	90010	90010	1	NC_001491.2:90010-90010;+	TSS	1	90010	90010	90010	90010	*
NC_001491.2	+	CAGE_cluster_679	155.424308362	1	90060	90060	1	90060	90060	1	NC_001491.2:90060-90060;+	TSS	1	90060	90060	90060	90060	*
NC_001491.2	+	CAGE_cluster_68	122249.795999919	9	11986	11998	13	11990	11990	1	NC_001491.2:11986-11998;+	TSS	1	11986	11998	11986	11998	***
NC_001491.2	+	CAGE_cluster_680	804.953651477	3	90169	90185	17	90169	90169	1	NC_001491.2:90169-90185;+	TSS	1	90169	90185	90169	90185	***
NC_001491.2	+	CAGE_cluster_681	105.163529288	1	90210	90210	1	90210	90210	1	NC_001491.2:90210-90210;+	TSS	1	90210	90210	90210	90210	*
NC_001491.2	+	CAGE_cluster_682	111.819300011	1	90360	90360	1	90360	90360	1	NC_001491.2:90360-90360;+	TSS	1	90360	90360	90360	90360	*
NC_001491.2	+	CAGE_cluster_683	484.226437672	3	90533	90551	19	90533	90533	1	NC_001491.2:90533-90551;+	TSS	1	90533	90551	90533	90551	**
NC_001491.2	+	CAGE_cluster_684	3920.396308745	8	90585	90589	5	90586	90586	1	NC_001491.2:90585-90589;+	TSS	1	90585	90589	90585	90589	***
NC_001491.2	+	CAGE_cluster_685	97815.579059717	9	90621	90748	128	90683	90683	1	NC_001491.2:90621-90748;+	TSS	1	90621	90748	90621	90748	***
NC_001491.2	+	CAGE_cluster_686	2603.704607696	6	90774	90805	32	90781	90781	1	NC_001491.2:90774-90805;+	TSS	1	90774	90805	90774	90805	***
NC_001491.2	+	CAGE_cluster_687	197.745699031	1	90842	90842	1	90842	90842	1	NC_001491.2:90842-90842;+	TSS	1	90842	90842	90842	90842	*
NC_001491.2	+	CAGE_cluster_688	1192.429410285	5	90944	90988	45	90988	90988	1	NC_001491.2:90944-90988;+	TSS	1	90944	90988	90944	90988	**
NC_001491.2	+	CAGE_cluster_689	105.163529288	1	91029	91029	1	91029	91029	1	NC_001491.2:91029-91029;+	TSS	1	91029	91029	91029	91029	*
NC_001491.2	+	CAGE_cluster_69	1222.696892634	4	12027	12043	17	12027	12027	1	NC_001491.2:12027-12043;+	TSS	1	12027	12043	12027	12043	**
NC_001491.2	+	CAGE_cluster_690	197.745699031	1	91103	91103	1	91103	91103	1	NC_001491.2:91103-91103;+	TSS	1	91103	91103	91103	91103	*
NC_001491.2	+	CAGE_cluster_691	155.424308362	1	91152	91152	1	91152	91152	1	NC_001491.2:91152-91152;+	TSS	1	91152	91152	91152	91152	*
NC_001491.2	+	CAGE_cluster_692	1738.078841794	5	91182	91206	25	91200	91200	1	NC_001491.2:91182-91206;+	TSS	1	91182	91206	91182	91206	**
NC_001491.2	+	CAGE_cluster_693	197.745699031	1	91239	91239	1	91239	91239	1	NC_001491.2:91239-91239;+	TSS	1	91239	91239	91239	91239	*
NC_001491.2	+	CAGE_cluster_694	197.745699031	1	91318	91318	1	91318	91318	1	NC_001491.2:91318-91318;+	TSS	1	91318	91318	91318	91318	*
NC_001491.2	+	CAGE_cluster_695	302.909228319	2	91423	91423	1	91423	91423	1	NC_001491.2:91423-91423;+	TSS	1	91423	91423	91423	91423	*
NC_001491.2	+	CAGE_cluster_696	155.424308362	1	91491	91491	1	91491	91491	1	NC_001491.2:91491-91491;+	TSS	1	91491	91491	91491	91491	*
NC_001491.2	+	CAGE_cluster_697	155.424308362	1	91558	91558	1	91558	91558	1	NC_001491.2:91558-91558;+	TSS	1	91558	91558	91558	91558	*
NC_001491.2	+	CAGE_cluster_698	302.909228319	2	91752	91754	3	91752	91752	1	NC_001491.2:91752-91754;+	TSS	1	91752	91754	91752	91754	*
NC_001491.2	+	CAGE_cluster_699	111.819300011	1	91946	91946	1	91946	91946	1	NC_001491.2:91946-91946;+	TSS	1	91946	91946	91946	91946	*
NC_001491.2	+	CAGE_cluster_7	155.424308362	1	1303	1303	1	1303	1303	1	NC_001491.2:1303-1303;+	TSS	1	1303	1303	1303	1303	*
NC_001491.2	+	CAGE_cluster_70	111.819300011	1	12662	12662	1	12662	12662	1	NC_001491.2:12662-12662;+	TSS	1	12662	12662	12662	12662	*
NC_001491.2	+	CAGE_cluster_700	105.163529288	1	92041	92041	1	92041	92041	1	NC_001491.2:92041-92041;+	TSS	1	92041	92041	92041	92041	*
NC_001491.2	+	CAGE_cluster_701	197.745699031	1	92070	92070	1	92070	92070	1	NC_001491.2:92070-92070;+	TSS	1	92070	92070	92070	92070	*
NC_001491.2	+	CAGE_cluster_702	353.170007393	2	92152	92164	13	92164	92164	1	NC_001491.2:92152-92164;+	TSS	1	92152	92164	92152	92164	*
NC_001491.2	+	CAGE_cluster_703	155.424308362	1	92251	92251	1	92251	92251	1	NC_001491.2:92251-92251;+	TSS	1	92251	92251	92251	92251	*
NC_001491.2	+	CAGE_cluster_704	105.163529288	1	92342	92342	1	92342	92342	1	NC_001491.2:92342-92342;+	TSS	1	92342	92342	92342	92342	*
NC_001491.2	+	CAGE_cluster_705	52428.621414893	9	92370	92459	90	92409	92409	1	NC_001491.2:92370-92459;+	TSS	1	92370	92459	92370	92459	***
NC_001491.2	+	CAGE_cluster_706	269.1065662	1	92509	92509	1	92509	92509	1	NC_001491.2:92509-92509;+	TSS	1	92509	92509	92509	92509	*
NC_001491.2	+	CAGE_cluster_707	742.111512858	2	92550	92552	3	92552	92552	1	NC_001491.2:92550-92552;+	TSS	1	92550	92552	92550	92552	*
NC_001491.2	+	CAGE_cluster_708	3260.505806602	6	92597	92600	4	92600	92600	1	NC_001491.2:92597-92600;+	TSS	1	92597	92600	92597	92600	***
NC_001491.2	+	CAGE_cluster_709	223.638600022	1	92633	92634	2	92633	92633	1	NC_001491.2:92633-92634;+	TSS	1	92633	92634	92633	92634	*
NC_001491.2	+	CAGE_cluster_71	310.848616724	1	12715	12735	21	12715	12715	1	NC_001491.2:12715-12735;+	TSS	1	12715	12735	12715	12735	*
NC_001491.2	+	CAGE_cluster_710	664.597964262	3	92680	92683	4	92680	92680	1	NC_001491.2:92680-92683;+	TSS	1	92680	92683	92680	92683	**
NC_001491.2	+	CAGE_cluster_711	466.852265231	2	92719	92734	16	92734	92734	1	NC_001491.2:92719-92734;+	TSS	1	92719	92734	92719	92734	*
NC_001491.2	+	CAGE_cluster_712	111.819300011	1	93124	93124	1	93124	93124	1	NC_001491.2:93124-93124;+	TSS	1	93124	93124	93124	93124	*
NC_001491.2	+	CAGE_cluster_713	197.745699031	1	93235	93235	1	93235	93235	1	NC_001491.2:93235-93235;+	TSS	1	93235	93235	93235	93235	*
NC_001491.2	+	CAGE_cluster_714	197.745699031	1	93277	93277	1	93277	93277	1	NC_001491.2:93277-93277;+	TSS	1	93277	93277	93277	93277	*
NC_001491.2	+	CAGE_cluster_715	197.745699031	1	93349	93349	1	93349	93349	1	NC_001491.2:93349-93349;+	TSS	1	93349	93349	93349	93349	*
NC_001491.2	+	CAGE_cluster_716	544.365813827	1	93765	93765	1	93765	93765	1	NC_001491.2:93765-93765;+	TSS	1	93765	93765	93765	93765	*
NC_001491.2	+	CAGE_cluster_717	269.1065662	1	93826	93826	1	93826	93826	1	NC_001491.2:93826-93826;+	TSS	1	93826	93826	93826	93826	*
NC_001491.2	+	CAGE_cluster_718	1025.530533748	4	94111	94111	1	94111	94111	1	NC_001491.2:94111-94111;+	TSS	1	94111	94111	94111	94111	**
NC_001491.2	+	CAGE_cluster_719	664.597964262	2	94140	94149	10	94146	94146	1	NC_001491.2:94140-94149;+	TSS	1	94140	94149	94140	94149	*
NC_001491.2	+	CAGE_cluster_72	762.776506484	1	12760	12760	1	12760	12760	1	NC_001491.2:12760-12760;+	TSS	1	12760	12760	12760	12760	*
NC_001491.2	+	CAGE_cluster_720	374.270095488	2	94307	94307	1	94307	94307	1	NC_001491.2:94307-94307;+	TSS	1	94307	94307	94307	94307	*
NC_001491.2	+	CAGE_cluster_721	14069.896737759	9	94352	94360	9	94356	94356	1	NC_001491.2:94352-94360;+	TSS	1	94352	94360	94352	94360	***
NC_001491.2	+	CAGE_cluster_722	111.819300011	1	94386	94386	1	94386	94386	1	NC_001491.2:94386-94386;+	TSS	1	94386	94386	94386	94386	*
NC_001491.2	+	CAGE_cluster_723	111.819300011	1	94429	94429	1	94429	94429	1	NC_001491.2:94429-94429;+	TSS	1	94429	94429	94429	94429	*
NC_001491.2	+	CAGE_cluster_724	904.085713817	2	94569	94574	6	94572	94572	1	NC_001491.2:94569-94574;+	TSS	1	94569	94574	94569	94574	*
NC_001491.2	+	CAGE_cluster_725	1326.57680424	6	94602	94607	6	94604	94604	1	NC_001491.2:94602-94607;+	TSS	1	94602	94607	94602	94607	***
NC_001491.2	+	CAGE_cluster_726	111.819300011	1	94740	94740	1	94740	94740	1	NC_001491.2:94740-94740;+	TSS	1	94740	94740	94740	94740	*
NC_001491.2	+	CAGE_cluster_727	762.776506484	1	94799	94799	1	94799	94799	1	NC_001491.2:94799-94799;+	TSS	1	94799	94799	94799	94799	*
NC_001491.2	+	CAGE_cluster_728	105.163529288	1	94978	94978	1	94978	94978	1	NC_001491.2:94978-94978;+	TSS	1	94978	94978	94978	94978	*
NC_001491.2	+	CAGE_cluster_729	111.819300011	1	95535	95535	1	95535	95535	1	NC_001491.2:95535-95535;+	TSS	1	95535	95535	95535	95535	*
NC_001491.2	+	CAGE_cluster_73	763.079738271	3	12826	12829	4	12826	12826	1	NC_001491.2:12826-12829;+	TSS	1	12826	12829	12826	12829	**
NC_001491.2	+	CAGE_cluster_730	155.424308362	1	95563	95563	1	95563	95563	1	NC_001491.2:95563-95563;+	TSS	1	95563	95563	95563	95563	*
NC_001491.2	+	CAGE_cluster_731	197.745699031	1	95671	95671	1	95671	95671	1	NC_001491.2:95671-95671;+	TSS	1	95671	95671	95671	95671	*
NC_001491.2	+	CAGE_cluster_732	8228.51011937	8	95963	95972	10	95968	95968	1	NC_001491.2:95963-95972;+	TSS	1	95963	95972	95963	95972	***
NC_001491.2	+	CAGE_cluster_733	111.819300011	1	96100	96100	1	96100	96100	1	NC_001491.2:96100-96100;+	TSS	1	96100	96100	96100	96100	*
NC_001491.2	+	CAGE_cluster_734	43094.303212475	9	96453	96458	6	96454	96454	1	NC_001491.2:96453-96458;+	TSS	1	96453	96458	96453	96458	***
NC_001491.2	+	CAGE_cluster_735	453.514739229	1	96652	96652	1	96652	96652	1	NC_001491.2:96652-96652;+	TSS	1	96652	96652	96652	96652	*
NC_001491.2	+	CAGE_cluster_736	1849.898141805	6	96684	96694	11	96694	96694	1	NC_001491.2:96684-96694;+	TSS	1	96684	96694	96684	96694	***
NC_001491.2	+	CAGE_cluster_737	302.909228319	2	96738	96757	20	96738	96738	1	NC_001491.2:96738-96757;+	TSS	1	96738	96757	96738	96757	*
NC_001491.2	+	CAGE_cluster_738	867.940035772	2	96792	96796	5	96796	96796	1	NC_001491.2:96792-96796;+	TSS	1	96792	96796	96792	96796	*
NC_001491.2	+	CAGE_cluster_739	2004.618172631	6	96828	96845	18	96842	96842	1	NC_001491.2:96828-96845;+	TSS	1	96828	96845	96828	96845	***
NC_001491.2	+	CAGE_cluster_74	105.163529288	1	12898	12898	1	12898	12898	1	NC_001491.2:12898-12898;+	TSS	1	12898	12898	12898	12898	*
NC_001491.2	+	CAGE_cluster_740	4439.455067837	7	96925	96927	3	96925	96925	1	NC_001491.2:96925-96927;+	TSS	1	96925	96927	96925	96927	***
NC_001491.2	+	CAGE_cluster_741	105.163529288	1	97093	97093	1	97093	97093	1	NC_001491.2:97093-97093;+	TSS	1	97093	97093	97093	97093	*
NC_001491.2	+	CAGE_cluster_742	155.424308362	1	97121	97121	1	97121	97121	1	NC_001491.2:97121-97121;+	TSS	1	97121	97121	97121	97121	*
NC_001491.2	+	CAGE_cluster_743	197.745699031	1	97149	97149	1	97149	97149	1	NC_001491.2:97149-97149;+	TSS	1	97149	97149	97149	97149	*
NC_001491.2	+	CAGE_cluster_744	453.514739229	1	97232	97232	1	97232	97232	1	NC_001491.2:97232-97232;+	TSS	1	97232	97232	97232	97232	*
NC_001491.2	+	CAGE_cluster_745	714.102576879	3	97299	97299	1	97299	97299	1	NC_001491.2:97299-97299;+	TSS	1	97299	97299	97299	97299	**
NC_001491.2	+	CAGE_cluster_746	197.745699031	1	97404	97404	1	97404	97404	1	NC_001491.2:97404-97404;+	TSS	1	97404	97404	97404	97404	*
NC_001491.2	+	CAGE_cluster_747	544.365813827	1	97464	97464	1	97464	97464	1	NC_001491.2:97464-97464;+	TSS	1	97464	97464	97464	97464	*
NC_001491.2	+	CAGE_cluster_748	269.1065662	1	97618	97618	1	97618	97618	1	NC_001491.2:97618-97618;+	TSS	1	97618	97618	97618	97618	*
NC_001491.2	+	CAGE_cluster_749	453.514739229	1	97699	97699	1	97699	97699	1	NC_001491.2:97699-97699;+	TSS	1	97699	97699	97699	97699	*
NC_001491.2	+	CAGE_cluster_75	365.751366938	2	12929	12934	6	12934	12934	1	NC_001491.2:12929-12934;+	TSS	1	12929	12934	12929	12934	*
NC_001491.2	+	CAGE_cluster_750	155.424308362	1	97822	97822	1	97822	97822	1	NC_001491.2:97822-97822;+	TSS	1	97822	97822	97822	97822	*
NC_001491.2	+	CAGE_cluster_751	223.638600022	1	97882	97883	2	97882	97882	1	NC_001491.2:97882-97883;+	TSS	1	97882	97883	97882	97883	*
NC_001491.2	+	CAGE_cluster_752	197.745699031	1	98476	98476	1	98476	98476	1	NC_001491.2:98476-98476;+	TSS	1	98476	98476	98476	98476	*
NC_001491.2	+	CAGE_cluster_753	223.638600022	1	98646	98646	1	98646	98646	1	NC_001491.2:98646-98646;+	TSS	1	98646	98646	98646	98646	*
NC_001491.2	+	CAGE_cluster_754	197.745699031	1	98669	98669	1	98669	98669	1	NC_001491.2:98669-98669;+	TSS	1	98669	98669	98669	98669	*
NC_001491.2	+	CAGE_cluster_755	374.270095488	2	98697	98703	7	98697	98697	1	NC_001491.2:98697-98703;+	TSS	1	98697	98703	98697	98703	*
NC_001491.2	+	CAGE_cluster_756	197.745699031	1	98729	98729	1	98729	98729	1	NC_001491.2:98729-98729;+	TSS	1	98729	98729	98729	98729	*
NC_001491.2	+	CAGE_cluster_757	155.424308362	1	99463	99463	1	99463	99463	1	NC_001491.2:99463-99463;+	TSS	1	99463	99463	99463	99463	*
NC_001491.2	+	CAGE_cluster_758	302.909228319	2	99531	99532	2	99531	99531	1	NC_001491.2:99531-99532;+	TSS	1	99531	99532	99531	99532	*
NC_001491.2	+	CAGE_cluster_759	544.365813827	1	99785	99785	1	99785	99785	1	NC_001491.2:99785-99785;+	TSS	1	99785	99785	99785	99785	*
NC_001491.2	+	CAGE_cluster_76	1255.347799753	3	12988	12990	3	12990	12990	1	NC_001491.2:12988-12990;+	TSS	1	12988	12990	12988	12990	***
NC_001491.2	+	CAGE_cluster_760	155.424308362	1	99830	99830	1	99830	99830	1	NC_001491.2:99830-99830;+	TSS	1	99830	99830	99830	99830	*
NC_001491.2	+	CAGE_cluster_761	328.80212931	2	99857	99862	6	99860	99860	1	NC_001491.2:99857-99862;+	TSS	1	99857	99862	99857	99862	*
NC_001491.2	+	CAGE_cluster_762	197.745699031	1	99905	99905	1	99905	99905	1	NC_001491.2:99905-99905;+	TSS	1	99905	99905	99905	99905	*
NC_001491.2	+	CAGE_cluster_763	111.819300011	1	99978	99978	1	99978	99978	1	NC_001491.2:99978-99978;+	TSS	1	99978	99978	99978	99978	*
NC_001491.2	+	CAGE_cluster_764	612.474227361	3	100028	100044	17	100044	100044	1	NC_001491.2:100028-100044;+	TSS	1	100028	100044	100028	100044	**
NC_001491.2	+	CAGE_cluster_765	105.163529288	1	100075	100075	1	100075	100075	1	NC_001491.2:100075-100075;+	TSS	1	100075	100075	100075	100075	*
NC_001491.2	+	CAGE_cluster_766	302.909228319	2	100129	100131	3	100129	100129	1	NC_001491.2:100129-100131;+	TSS	1	100129	100131	100129	100131	*
NC_001491.2	+	CAGE_cluster_767	216.982829299	2	100159	100160	2	100159	100159	1	NC_001491.2:100159-100160;+	TSS	1	100159	100160	100159	100160	*
NC_001491.2	+	CAGE_cluster_768	424.530874562	2	102136	102143	8	102136	102136	1	NC_001491.2:102136-102143;+	TSS	1	102136	102143	102136	102143	*
NC_001491.2	+	CAGE_cluster_769	269.1065662	1	102227	102227	1	102227	102227	1	NC_001491.2:102227-102227;+	TSS	1	102227	102227	102227	102227	*
NC_001491.2	+	CAGE_cluster_77	111.819300011	1	13027	13027	1	13027	13027	1	NC_001491.2:13027-13027;+	TSS	1	13027	13027	13027	13027	*
NC_001491.2	+	CAGE_cluster_770	3594.735700787	7	102277	102284	8	102278	102278	1	NC_001491.2:102277-102284;+	TSS	1	102277	102284	102277	102284	***
NC_001491.2	+	CAGE_cluster_771	810.219926392	3	102316	102339	24	102323	102323	1	NC_001491.2:102316-102339;+	TSS	1	102316	102339	102316	102339	***
NC_001491.2	+	CAGE_cluster_772	197.745699031	1	102949	102949	1	102949	102949	1	NC_001491.2:102949-102949;+	TSS	1	102949	102949	102949	102949	*
NC_001491.2	+	CAGE_cluster_773	453.514739229	1	103148	103148	1	103148	103148	1	NC_001491.2:103148-103148;+	TSS	1	103148	103148	103148	103148	*
NC_001491.2	+	CAGE_cluster_774	111.819300011	1	103214	103214	1	103214	103214	1	NC_001491.2:103214-103214;+	TSS	1	103214	103214	103214	103214	*
NC_001491.2	+	CAGE_cluster_775	155.424308362	1	103380	103380	1	103380	103380	1	NC_001491.2:103380-103380;+	TSS	1	103380	103380	103380	103380	*
NC_001491.2	+	CAGE_cluster_776	105.163529288	1	103487	103487	1	103487	103487	1	NC_001491.2:103487-103487;+	TSS	1	103487	103487	103487	103487	*
NC_001491.2	+	CAGE_cluster_777	544.365813827	1	103529	103529	1	103529	103529	1	NC_001491.2:103529-103529;+	TSS	1	103529	103529	103529	103529	*
NC_001491.2	+	CAGE_cluster_778	544.365813827	1	103565	103565	1	103565	103565	1	NC_001491.2:103565-103565;+	TSS	1	103565	103565	103565	103565	*
NC_001491.2	+	CAGE_cluster_779	5103.352589142	8	103733	103736	4	103733	103733	1	NC_001491.2:103733-103736;+	TSS	1	103733	103736	103733	103736	***
NC_001491.2	+	CAGE_cluster_78	210.327058576	1	13048	13048	1	13048	13048	1	NC_001491.2:13048-13048;+	TSS	1	13048	13048	13048	13048	*
NC_001491.2	+	CAGE_cluster_780	111.819300011	1	103850	103850	1	103850	103850	1	NC_001491.2:103850-103850;+	TSS	1	103850	103850	103850	103850	*
NC_001491.2	+	CAGE_cluster_781	210.327058576	1	103878	103881	4	103878	103878	1	NC_001491.2:103878-103881;+	TSS	1	103878	103881	103878	103881	*
NC_001491.2	+	CAGE_cluster_782	111.819300011	1	104003	104003	1	104003	104003	1	NC_001491.2:104003-104003;+	TSS	1	104003	104003	104003	104003	*
NC_001491.2	+	CAGE_cluster_783	269.1065662	1	104093	104093	1	104093	104093	1	NC_001491.2:104093-104093;+	TSS	1	104093	104093	104093	104093	*
NC_001491.2	+	CAGE_cluster_784	155.424308362	1	104141	104141	1	104141	104141	1	NC_001491.2:104141-104141;+	TSS	1	104141	104141	104141	104141	*
